,Unnamed: 0,advancement,height,hm_x,hm_y,images,label,out_0,out_1,prediction
35839,519.0,0.209480991454993,10.0,376.248386384258,68.9249020827736,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/20-patch-3d-majavi-colormap-12.png,True,1.0,0.0,0
35838,518.0,0.21079848153809186,10.0,376.32989512917715,68.99043993489833,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/21-patch-3d-majavi-colormap-13.png,True,1.0,0.0,0
13038,363.0,0.21189756605633367,10.0,1514.0041632389807,803.0724026663637,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/21-patch-3d-majavi-colormap-14.png,True,0.81216174,0.1878383,0
15207,130.0,0.21320370946613285,10.0,874.0403597713607,1451.3376131496136,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/21-patch-3d-majavi-colormap-15.png,True,1.0,0.0,0
29295,98.0,0.21337453860688127,10.0,101.0490615624845,129.2880229250577,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/21-patch-3d-majavi-colormap-16.png,True,0.9920467,0.007953292,0
29240,43.0,0.2150495901370565,10.0,97.08664555133734,129.47536067938296,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/21-patch-3d-majavi-colormap-17.png,True,0.9847777,0.015222294,0
13037,362.0,0.21570010414787832,10.0,1513.8654386426847,803.2198665969537,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/21-patch-3d-majavi-colormap-18.png,True,0.77349955,0.22650044,0
29676,479.0,0.21837219277335665,10.0,121.59260046314449,116.51557285027904,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/21-patch-3d-majavi-colormap-19.png,True,1.0,0.0,0
29656,459.0,0.21876874410245445,10.0,119.93629182831566,120.42134349515169,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/21-patch-3d-majavi-colormap-20.png,True,1.0,2.6687124e-26,0
15162,85.0,0.21959188703170207,10.0,866.8049664271915,1452.9818181849255,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/21-patch-3d-majavi-colormap-21.png,True,1.0,0.0,0
36069,749.0,0.22069871864643195,10.0,371.23098091301125,58.15735919841895,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/22-patch-3d-majavi-colormap-22.png,True,1.0,0.0,0
32216,592.0,0.22254069880262836,10.0,99.09848952945757,707.4786309822638,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/22-patch-3d-majavi-colormap-23.png,True,0.5525484,0.44745153,0
24748,126.0,0.22347763586265845,10.0,1361.6477285912304,218.54896929060143,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/22-patch-3d-majavi-colormap-24.png,True,1.0,0.0,0
13036,361.0,0.2239027686913158,10.0,1513.653600868391,803.3726600043382,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/22-patch-3d-majavi-colormap-25.png,True,0.81930256,0.18069738,0
24832,210.0,0.2248085455318698,10.0,1359.4825473566852,216.71099784921108,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/22-patch-3d-majavi-colormap-26.png,True,1.0,0.0,0
29284,87.0,0.22547705666373116,10.0,101.90425429186993,128.62137590533942,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/22-patch-3d-majavi-colormap-27.png,True,0.90307796,0.09692207,0
24810,188.0,0.22769396480225534,10.0,1357.6418820489337,219.18156277063872,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/22-patch-3d-majavi-colormap-28.png,True,1.0,0.0,0
4068,233.0,0.22891344873492006,10.0,334.9643987395458,1277.341990181518,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/22-patch-3d-majavi-colormap-29.png,True,0.65136874,0.3486313,0
24831,209.0,0.22952684775883456,10.0,1359.6981060428081,217.3105611806493,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/22-patch-3d-majavi-colormap-30.png,True,1.0,0.0,0
29294,97.0,0.2314982008523088,10.0,100.84850650822466,129.5784824817722,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/23-patch-3d-majavi-colormap-31.png,True,0.95084363,0.049156357,0
24811,189.0,0.2319363144042077,10.0,1357.6571272567792,219.21143914623138,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/23-patch-3d-majavi-colormap-32.png,True,1.0,0.0,0
4067,232.0,0.23251179723708446,10.0,335.24846764108474,1277.19280196507,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/23-patch-3d-majavi-colormap-33.png,True,0.6259044,0.3740956,0
29657,460.0,0.232582502194007,10.0,119.93508258551977,120.49047359680564,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/23-patch-3d-majavi-colormap-34.png,True,1.0,1.2219294e-24,0
24809,187.0,0.23342897392109824,10.0,1357.2701184812158,219.43961110205646,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/23-patch-3d-majavi-colormap-35.png,True,1.0,0.0,0
24812,190.0,0.233812784901428,10.0,1357.7324187866698,219.1480947895576,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/23-patch-3d-majavi-colormap-36.png,True,1.0,0.0,0
32217,593.0,0.23444402583363055,10.0,98.89656922853018,707.1989939500963,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/23-patch-3d-majavi-colormap-37.png,True,0.8259496,0.17405038,0
24813,191.0,0.2352335510622837,10.0,1357.97040256685,219.1025172869473,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/23-patch-3d-majavi-colormap-38.png,True,1.0,0.0,0
29675,478.0,0.2359632183769217,10.0,121.43317675959084,116.92153671362124,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/23-patch-3d-majavi-colormap-39.png,True,1.0,0.0,0
4066,231.0,0.23678457295659186,10.0,335.57147899517645,1277.0444244830476,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/23-patch-3d-majavi-colormap-40.png,True,0.53080314,0.4691969,0
15191,114.0,0.2377941747902734,10.0,870.1273417750348,1454.5296660624049,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/23-patch-3d-majavi-colormap-41.png,True,1.0,0.0,0
36071,751.0,0.2384080650893796,10.0,371.4785075454993,58.7268966174969,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/23-patch-3d-majavi-colormap-42.png,True,1.0,0.0,0
32234,610.0,0.2397646769487885,10.0,97.59338733144656,707.2624484732132,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/23-patch-3d-majavi-colormap-43.png,True,0.5695414,0.43045858,0
13034,359.0,0.2411292185145938,10.0,1513.2181447959158,803.6169753715761,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/24-patch-3d-majavi-colormap-44.png,True,0.74253434,0.25746566,0
24828,206.0,0.24199427869798965,10.0,1360.1873839227987,218.5096344027717,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/24-patch-3d-majavi-colormap-45.png,True,1.0,0.0,0
4055,220.0,0.2425899687253985,10.0,337.45846682885286,1275.7604581034163,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/24-patch-3d-majavi-colormap-46.png,True,0.52310455,0.4768955,0
15096,19.0,0.2438551716890405,10.0,856.7207505603157,1458.8294404741675,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/24-patch-3d-majavi-colormap-47.png,True,0.8395384,0.16046163,0
24808,186.0,0.24414935328390736,10.0,1356.8831393019816,219.98447431442384,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/24-patch-3d-majavi-colormap-48.png,True,1.0,0.0,0
24807,185.0,0.24473826134037915,10.0,1357.002838151565,220.11166810091385,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/24-patch-3d-majavi-colormap-49.png,True,1.0,0.0,0
24806,184.0,0.2457399495401169,10.0,1357.0986923747012,220.2556263264746,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/24-patch-3d-majavi-colormap-50.png,True,1.0,0.0,0
32233,609.0,0.2462497362285808,10.0,97.71920909318285,707.2353650163867,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/24-patch-3d-majavi-colormap-51.png,True,0.64954567,0.35045433,0
29346,149.0,0.24719350406226945,10.0,104.2700520105822,128.7405982024868,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/24-patch-3d-majavi-colormap-52.png,True,0.85565615,0.1443439,0
32218,594.0,0.2476499288289201,10.0,98.64930415983429,706.7974200032066,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/24-patch-3d-majavi-colormap-53.png,True,0.8974741,0.1025259,0
24827,205.0,0.2486979195456653,10.0,1360.369019736858,218.75265096965225,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/24-patch-3d-majavi-colormap-54.png,True,1.0,0.0,0
36107,787.0,0.2500191359590706,10.0,363.9613699183829,59.12019384623363,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/25-patch-3d-majavi-colormap-55.png,True,1.0,0.0,0
36072,752.0,0.2506432491126888,10.0,371.5389850078376,59.037090326203526,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/25-patch-3d-majavi-colormap-56.png,True,1.0,0.0,0
24817,195.0,0.2509430480400417,10.0,1359.1939051774784,219.8790908743739,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/25-patch-3d-majavi-colormap-57.png,True,1.0,0.0,0
36108,788.0,0.2513627987068625,10.0,363.9305911517623,58.92151120663795,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/25-patch-3d-majavi-colormap-58.png,True,1.0,0.0,0
4057,222.0,0.2517879799464537,10.0,337.6734087672197,1276.0459650741166,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/25-patch-3d-majavi-colormap-59.png,True,0.5095541,0.49044588,0
36106,786.0,0.2526366124936971,10.0,363.9550418124175,59.59342164932679,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/25-patch-3d-majavi-colormap-60.png,True,1.0,0.0,0
29229,32.0,0.25302703747262073,10.0,97.33320448490082,126.89441806426143,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/25-patch-3d-majavi-colormap-61.png,True,1.0,1.5546101e-08,0
4058,223.0,0.2540313928138664,10.0,337.58591733525043,1276.201411929452,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/25-patch-3d-majavi-colormap-62.png,True,0.5298394,0.47016054,0
4060,225.0,0.2541847237731856,10.0,337.13320574908863,1276.4508007040026,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/25-patch-3d-majavi-colormap-63.png,True,0.6265123,0.3734877,0
24756,134.0,0.25442964754207315,10.0,1361.346501421824,219.4444653229756,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/25-patch-3d-majavi-colormap-64.png,True,1.0,0.0,0
15097,20.0,0.2548886317411447,10.0,856.6539657511203,1458.96480820909,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/25-patch-3d-majavi-colormap-65.png,True,0.78924024,0.21075976,0
29660,463.0,0.25565782617620797,10.0,119.86051855774923,120.26071727198774,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/25-patch-3d-majavi-colormap-66.png,True,1.0,8.571169e-28,0
24823,201.0,0.2560716982849719,10.0,1360.692535393526,219.55904928641883,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/25-patch-3d-majavi-colormap-67.png,True,1.0,0.0,0
24822,200.0,0.2561437710381029,10.0,1360.5635035110142,219.72501776615798,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/25-patch-3d-majavi-colormap-68.png,True,1.0,0.0,0
24818,196.0,0.257719896015799,10.0,1359.2596597194047,220.0501406371131,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/25-patch-3d-majavi-colormap-69.png,True,1.0,0.0,0
10678,293.0,0.25804469398397256,10.0,851.5774706736603,38.35504601961293,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/25-patch-3d-majavi-colormap-70.png,True,0.5181422,0.48185778,0
24821,199.0,0.2586155208664943,10.0,1360.312772618048,219.8665793190341,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/25-patch-3d-majavi-colormap-71.png,True,1.0,0.0,0
29671,474.0,0.2592569715051581,10.0,120.55519359638451,118.46353239028228,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/25-patch-3d-majavi-colormap-72.png,True,1.0,0.0,0
24825,203.0,0.26042661921173105,10.0,1360.593861836281,219.13590428581657,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/26-patch-3d-majavi-colormap-73.png,True,1.0,0.0,0
29347,150.0,0.26059029820336194,10.0,104.0648824028752,129.3372755457788,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/26-patch-3d-majavi-colormap-74.png,True,0.7549365,0.24506342,0
29661,464.0,0.2609627027249263,10.0,119.85507964924713,120.12331163856594,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/26-patch-3d-majavi-colormap-75.png,True,1.0,2.138004e-37,0
36104,784.0,0.2625794368414189,10.0,364.09272542469637,60.482652278809994,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/26-patch-3d-majavi-colormap-76.png,True,1.0,0.0,0
32220,596.0,0.2630759786460209,10.0,98.468991823337,706.534761784603,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/26-patch-3d-majavi-colormap-77.png,True,0.95051247,0.049487516,0
32230,606.0,0.26363021344009924,10.0,98.03593235093548,706.9357600172682,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/26-patch-3d-majavi-colormap-78.png,True,0.7858034,0.2141967,0
13031,356.0,0.26428232612116753,10.0,1512.3919417056416,804.0140795595315,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/26-patch-3d-majavi-colormap-79.png,True,0.88139343,0.1186066,0
32229,605.0,0.26551344399576743,10.0,98.13404240319224,706.9394331569661,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/26-patch-3d-majavi-colormap-80.png,True,0.7783994,0.22160058,0
27919,347.0,0.26566807162600176,10.0,1294.2502635396372,550.1160775381127,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/26-patch-3d-majavi-colormap-81.png,True,0.575817,0.42418307,0
36073,753.0,0.26611226919191383,10.0,371.553133685941,59.31004024962576,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/26-patch-3d-majavi-colormap-82.png,True,1.0,0.0,0
29292,95.0,0.2665052121434313,10.0,100.48220941954428,130.15535641959076,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/26-patch-3d-majavi-colormap-83.png,True,0.8722637,0.12773634,0
10677,292.0,0.2665743436455965,10.0,851.5034741327701,38.72955057880891,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/26-patch-3d-majavi-colormap-84.png,True,0.51080155,0.48919845,0
32222,598.0,0.26689398215283144,10.0,98.61655580464272,706.801953794098,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/26-patch-3d-majavi-colormap-85.png,True,0.8921054,0.10789461,0
29286,89.0,0.26769479318064143,10.0,100.88759738313877,129.67455486333694,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/26-patch-3d-majavi-colormap-86.png,True,0.8645217,0.13547833,0
36111,791.0,0.2681820391775189,10.0,363.7774996246962,58.82169001746532,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/26-patch-3d-majavi-colormap-87.png,True,1.0,0.0,0
32223,599.0,0.26842472101639625,10.0,98.65795509560014,706.8869328529931,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/26-patch-3d-majavi-colormap-88.png,True,0.8710444,0.12895562,0
32227,603.0,0.2689148208594183,10.0,98.40159678884979,706.9388766118892,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/26-patch-3d-majavi-colormap-89.png,True,0.7679767,0.2320233,0
32224,600.0,0.26919783271173026,10.0,98.672970893558,706.934953523425,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/26-patch-3d-majavi-colormap-90.png,True,0.8019882,0.19801183,0
29663,466.0,0.26997150495095434,10.0,119.85666038075532,119.83545846490921,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/26-patch-3d-majavi-colormap-91.png,True,1.0,4e-45,0
32225,601.0,0.2702762928077128,10.0,98.63266452823368,706.926176718114,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/27-patch-3d-majavi-colormap-92.png,True,0.72949076,0.27050927,0
13030,355.0,0.2706261055240345,10.0,1512.1337162203024,804.1632635556418,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/27-patch-3d-majavi-colormap-93.png,True,0.8395251,0.16047484,0
36103,783.0,0.2708088771297996,10.0,364.26358630759,60.76092807619262,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/27-patch-3d-majavi-colormap-94.png,True,1.0,0.0,0
29664,467.0,0.2721325765607127,10.0,119.87325916229076,119.70912423318444,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/27-patch-3d-majavi-colormap-95.png,True,1.0,0.0,0
29230,33.0,0.27266195282706496,10.0,96.96542893594507,127.48422015252777,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/27-patch-3d-majavi-colormap-96.png,True,0.99998844,1.154292e-05,0
36112,792.0,0.2735170130814079,10.0,363.725585356001,58.88343349703603,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/27-patch-3d-majavi-colormap-97.png,True,1.0,0.0,0
15216,139.0,0.27415108416070955,10.0,878.9134631022757,1454.2623482327347,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/27-patch-3d-majavi-colormap-98.png,True,1.0,2.9330928e-15,0
27920,348.0,0.2745846744221883,10.0,1294.3368835762822,550.1828395250591,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/27-patch-3d-majavi-colormap-99.png,True,0.59293413,0.40706587,0
24758,136.0,0.27506667623668035,10.0,1361.0534534782594,220.0055912521328,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/27-patch-3d-majavi-colormap-100.png,True,1.0,0.0,0
15224,147.0,0.2753633140122845,10.0,879.7522029947037,1455.416989923718,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/27-patch-3d-majavi-colormap-101.png,True,0.9965335,0.0034665172,0
36084,764.0,0.2754752548786376,10.0,370.0082326241857,60.08386537930691,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/27-patch-3d-majavi-colormap-102.png,True,1.0,0.0,0
29237,40.0,0.2762628675279105,10.0,96.35897177782246,129.84138515386002,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/27-patch-3d-majavi-colormap-103.png,True,0.81137216,0.18862781,0
15219,142.0,0.2763295763024262,10.0,878.9404719710327,1454.8588646212884,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/27-patch-3d-majavi-colormap-104.png,True,1.0,7.1911845e-20,0
36083,763.0,0.2764022076964783,10.0,370.1683466190825,60.126682858892,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/27-patch-3d-majavi-colormap-105.png,True,1.0,0.0,0
29291,94.0,0.2770388145790982,10.0,100.3285527340522,130.33331825353756,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/27-patch-3d-majavi-colormap-106.png,True,0.89209384,0.107906125,0
15221,144.0,0.2776618581420525,10.0,879.2060245180858,1455.2387944137874,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/27-patch-3d-majavi-colormap-107.png,True,1.0,7.821486e-09,0
15212,135.0,0.278600392219622,10.0,877.5258563971362,1453.466843366352,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/27-patch-3d-majavi-colormap-108.png,True,1.0,0.0,0
13029,354.0,0.27928227911569103,10.0,1511.8300194975589,804.3657308628406,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/27-patch-3d-majavi-colormap-109.png,True,0.86729497,0.13270497,0
36081,761.0,0.2805280707341791,10.0,370.42782674959676,60.155303536495026,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/28-patch-3d-majavi-colormap-110.png,True,1.0,0.0,0
36089,769.0,0.2817946242967046,10.0,368.9768434139083,59.85473352840969,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/28-patch-3d-majavi-colormap-111.png,True,1.0,0.0,0
24759,137.0,0.2828458234908205,10.0,1360.9111848655828,220.24647192789047,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/28-patch-3d-majavi-colormap-112.png,True,1.0,0.0,0
36074,754.0,0.28339966537436473,10.0,371.5126012646354,59.54026508722332,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/28-patch-3d-majavi-colormap-113.png,True,1.0,0.0,0
15185,108.0,0.2848639590175303,10.0,869.1105706941762,1455.7931502561444,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/28-patch-3d-majavi-colormap-114.png,True,1.0,4.024248e-22,0
29290,93.0,0.2864217976204023,10.0,100.24277544286795,130.42209425015838,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/28-patch-3d-majavi-colormap-115.png,True,0.800084,0.199916,0
36090,770.0,0.2869586334404473,10.0,368.50109221945036,59.9210954974171,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/28-patch-3d-majavi-colormap-116.png,True,1.0,0.0,0
13028,353.0,0.2880266646142565,10.0,1511.6040210975846,804.5496572752793,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/28-patch-3d-majavi-colormap-117.png,True,0.7748922,0.22510774,0
36102,782.0,0.2891041019367948,10.0,364.75309808631937,61.09328288630602,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/28-patch-3d-majavi-colormap-118.png,True,1.0,0.0,0
29288,91.0,0.2898904679861294,10.0,100.35352212267678,130.2786642071952,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/28-patch-3d-majavi-colormap-119.png,True,0.63708997,0.36291003,0
36091,771.0,0.2901606866233665,10.0,368.07096413110725,59.94155720873965,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/29-patch-3d-majavi-colormap-120.png,True,1.0,0.0,0
24768,146.0,0.2906014662393902,10.0,1363.3156830140185,221.98238426120517,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/29-patch-3d-majavi-colormap-121.png,True,1.0,0.0,0
29236,39.0,0.29113387768865273,10.0,96.13823802776331,129.84344897048905,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/29-patch-3d-majavi-colormap-122.png,True,0.7835861,0.21641392,0
15100,23.0,0.2925810258451557,10.0,856.7319009798837,1459.3017846665,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/29-patch-3d-majavi-colormap-123.png,True,0.649187,0.350813,0
24802,180.0,0.2938685461129156,10.0,1358.9971308123766,221.8795877476154,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/29-patch-3d-majavi-colormap-124.png,True,1.0,0.0,0
15184,107.0,0.2940849962513761,10.0,868.8172776531177,1455.8978912383013,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_positive/29-patch-3d-majavi-colormap-125.png,True,1.0,2.4983516e-21,0
