,Unnamed: 0,advancement,height,hm_x,hm_y,images,label,out_0,out_1,prediction
24562,753.0,0.010267234883517674,10.0,165.9612004181971,740.5858442289981,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/01-patch-3d-majavi-colormap-27.png,False,0.00039675424,0.9996032,1
3474,448.0,0.017143109621921376,10.0,73.89827677685928,383.71065642149114,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/01-patch-3d-majavi-colormap-28.png,False,0.22903936,0.7709606,1
3473,447.0,0.018563947183307013,10.0,73.82242148392275,383.60850381082605,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/01-patch-3d-majavi-colormap-29.png,False,0.19204137,0.80795866,1
13915,456.0,0.026183935346704098,10.0,1537.3525808765594,946.781504517372,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/02-patch-3d-majavi-colormap-30.png,False,0.0027137038,0.9972863,1
24075,266.0,0.02693148793506895,10.0,178.98215935906768,643.6989327619156,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/02-patch-3d-majavi-colormap-31.png,False,5.922951e-16,1.0,1
8589,598.0,0.030447402717846905,10.0,926.8442033270976,859.7852101660095,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/03-patch-3d-majavi-colormap-32.png,False,0.3469127,0.6530873,1
8308,317.0,0.033137775521691504,10.0,912.4521277531346,839.8198154464218,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/03-patch-3d-majavi-colormap-33.png,False,0.0,1.0,1
3316,290.0,0.034679889086022014,10.0,69.32914147267918,380.099004409332,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/03-patch-3d-majavi-colormap-34.png,False,0.0019893595,0.9980107,1
10422,37.0,0.038931294448710685,10.0,843.0862278044854,57.414928985911466,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/03-patch-3d-majavi-colormap-35.png,False,0.018222596,0.9817774,1
29474,277.0,0.03969136491902405,10.0,113.28261031756658,125.96131375506823,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/03-patch-3d-majavi-colormap-36.png,False,0.0003254318,0.99967456,1
12886,211.0,0.040401638202291736,10.0,1510.8382447458425,812.168009248208,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/04-patch-3d-majavi-colormap-37.png,False,3.415315e-11,1.0,1
24595,786.0,0.042439275895701706,10.0,164.644496454906,740.4915374253962,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/04-patch-3d-majavi-colormap-38.png,False,0.09338921,0.9066107,1
3706,680.0,0.05020872941728295,10.0,78.54734767837746,384.4471208188627,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/05-patch-3d-majavi-colormap-39.png,False,0.096039854,0.9039601,1
8320,329.0,0.05126605328649113,10.0,910.9056485298216,842.2186189497287,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/05-patch-3d-majavi-colormap-40.png,False,0.0,1.0,1
5942,256.0,0.052360661542850184,10.0,104.64211124795273,117.66379353736632,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/05-patch-3d-majavi-colormap-41.png,False,0.0,1.0,1
24582,773.0,0.05250154501248607,10.0,166.34367412907363,740.9722329748372,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/05-patch-3d-majavi-colormap-42.png,False,0.07379964,0.9262004,1
3358,332.0,0.05517301688143174,10.0,71.0135592410458,381.1454519488183,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/05-patch-3d-majavi-colormap-43.png,False,0.13121803,0.868782,1
12878,203.0,0.055855264294469034,10.0,1510.4500900182572,812.3957434335688,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/05-patch-3d-majavi-colormap-44.png,False,1.9074756e-11,1.0,1
12876,201.0,0.06290161852555304,10.0,1510.4463473507087,812.5014630504338,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/06-patch-3d-majavi-colormap-45.png,False,7.690423e-12,1.0,1
3312,286.0,0.06324473460904077,10.0,69.9734646272036,379.0756432087909,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/06-patch-3d-majavi-colormap-46.png,False,0.00045226282,0.99954766,1
12865,190.0,0.06570360914571767,10.0,1510.2724451949662,813.5183636657753,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/06-patch-3d-majavi-colormap-47.png,False,1.5171739e-07,0.9999999,1
14849,581.0,0.06777137008674458,10.0,599.7711641361317,673.0435610860442,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/06-patch-3d-majavi-colormap-48.png,False,0.0,1.0,1
12377,457.0,0.06929331149856283,10.0,1304.2590735149747,1240.813678714145,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/06-patch-3d-majavi-colormap-49.png,False,0.3888748,0.6111252,1
16994,510.0,0.07074524417167358,10.0,1266.738311569568,969.9004949305732,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/07-patch-3d-majavi-colormap-50.png,False,5.041099e-07,0.9999995,1
24591,782.0,0.07134993972466701,10.0,165.16497688126748,740.1471228024577,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/07-patch-3d-majavi-colormap-51.png,False,0.123606876,0.87639314,1
29526,329.0,0.07270591730558848,10.0,116.2480186143766,124.64957722634642,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/07-patch-3d-majavi-colormap-52.png,False,2.9949722e-06,0.999997,1
10388,3.0,0.07469971585688198,10.0,838.6943633541939,57.99791136178139,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/07-patch-3d-majavi-colormap-53.png,False,0.0,1.0,1
12864,189.0,0.08169351058046677,10.0,1509.965287363878,813.2583254278106,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/08-patch-3d-majavi-colormap-54.png,False,4.638341e-05,0.9999536,1
12986,311.0,0.08469452846172547,10.0,1515.7663805974385,805.8528489782004,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/08-patch-3d-majavi-colormap-55.png,False,0.14768913,0.85231084,1
10458,73.0,0.08722411625859329,10.0,838.8501210763153,59.83720354180839,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/08-patch-3d-majavi-colormap-56.png,False,0.0,1.0,1
5899,213.0,0.08733776288053595,10.0,103.22563193022822,112.02784277892393,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/08-patch-3d-majavi-colormap-57.png,False,0.0,1.0,1
24482,673.0,0.09194662524544928,10.0,168.5627443634491,736.9459199779117,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/09-patch-3d-majavi-colormap-58.png,False,0.47642532,0.5235747,1
6086,400.0,0.09226569757927174,10.0,109.87957568721302,134.40011697718833,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/09-patch-3d-majavi-colormap-59.png,False,1.1052882e-21,1.0,1
10457,72.0,0.09403665788941246,10.0,839.035810999744,59.97535207010145,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/09-patch-3d-majavi-colormap-60.png,False,0.0,1.0,1
10429,44.0,0.09435431927832012,10.0,842.8784963356122,57.916723381753435,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/09-patch-3d-majavi-colormap-61.png,False,0.03968696,0.960313,1
23393,42.0,0.0949297080123094,10.0,154.83819127886002,1125.9990829960695,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/09-patch-3d-majavi-colormap-62.png,False,6.0653534e-08,0.9999999,1
28171,599.0,0.09715072681711184,10.0,1285.3320156071422,513.5716208240161,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/09-patch-3d-majavi-colormap-63.png,False,0.16809328,0.83190674,1
16262,369.0,0.097508783169328,10.0,74.86236168835967,816.3591067565044,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/09-patch-3d-majavi-colormap-64.png,False,0.00036612383,0.9996339,1
24458,649.0,0.09818373050266628,10.0,170.64727768737112,735.5223485814006,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/09-patch-3d-majavi-colormap-65.png,False,1.9690033e-07,0.99999976,1
17023,539.0,0.10002188778074242,10.0,1273.024071617821,968.0592714697386,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/10-patch-3d-majavi-colormap-66.png,False,5.5423137e-05,0.99994457,1
3763,737.0,0.10109651304456332,10.0,79.49148856125639,385.25675138999975,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/10-patch-3d-majavi-colormap-67.png,False,0.015952421,0.9840476,1
34355,306.0,0.10242448206066668,10.0,319.0465013177337,508.5581538942514,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/10-patch-3d-majavi-colormap-68.png,False,4.1284516e-06,0.9999958,1
31872,248.0,0.10907785332528104,10.0,105.69222785420419,708.9202753053519,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/10-patch-3d-majavi-colormap-69.png,False,0.08358047,0.9164195,1
32109,485.0,0.11141162176088253,10.0,96.41505839449593,701.1563492479097,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/11-patch-3d-majavi-colormap-70.png,False,8.1011274e-07,0.99999917,1
17919,624.0,0.11599275586019475,10.0,1511.8859660614276,820.2319633059726,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/11-patch-3d-majavi-colormap-71.png,False,2.0424918e-26,1.0,1
17945,650.0,0.121791631993654,10.0,1515.2022867778726,815.7920884219935,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/12-patch-3d-majavi-colormap-72.png,False,1.0517995e-08,1.0,1
30531,525.0,0.12456367990704105,10.0,494.5936414163375,427.4822236316978,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/12-patch-3d-majavi-colormap-73.png,False,0.0,1.0,1
8560,569.0,0.12490288020136235,10.0,920.1998424908804,860.9534714703328,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/12-patch-3d-majavi-colormap-74.png,False,0.0009803697,0.9990196,1
6089,403.0,0.12668870377433988,10.0,109.41380299104641,134.26411737067312,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/12-patch-3d-majavi-colormap-75.png,False,1.5723552e-32,1.0,1
27765,193.0,0.12842643452553754,10.0,1295.1405373413686,567.8498605721313,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/12-patch-3d-majavi-colormap-76.png,False,3.7179227e-05,0.9999628,1
13213,538.0,0.12952077334039475,10.0,1542.1911534075864,795.2270753493683,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/12-patch-3d-majavi-colormap-77.png,False,6.3312537e-09,1.0,1
8026,35.0,0.13308890468891024,10.0,950.3252292908493,818.6996293972694,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/13-patch-3d-majavi-colormap-78.png,False,7.7926694e-32,1.0,1
9347,549.0,0.13627907479664933,10.0,1271.1527362968402,592.5647969452978,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/13-patch-3d-majavi-colormap-79.png,False,5.5060656e-08,1.0,1
3325,299.0,0.13855575433818232,10.0,70.79971010038928,376.73332758703003,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/13-patch-3d-majavi-colormap-80.png,False,0.20972505,0.79027504,1
34325,276.0,0.14856948451015184,10.0,323.8416504801487,509.09662136605095,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/14-patch-3d-majavi-colormap-81.png,False,5.3528527e-26,1.0,1
14835,567.0,0.15703976833080135,10.0,602.9939348803794,670.1043035490375,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/15-patch-3d-majavi-colormap-82.png,False,0.0,1.0,1
12980,305.0,0.16365944967894952,10.0,1516.2543400843995,807.0917616183925,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/16-patch-3d-majavi-colormap-83.png,False,0.25375596,0.746244,1
24063,254.0,0.1680972371201284,10.0,184.1239298327541,640.9803868003113,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/16-patch-3d-majavi-colormap-84.png,False,2.1676757e-05,0.9999783,1
8391,400.0,0.1716657504791221,10.0,907.8546928076272,842.7288410002515,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/17-patch-3d-majavi-colormap-85.png,False,0.0,1.0,1
11916,795.0,0.17216168767776452,10.0,1313.6525356912716,1020.8501006763707,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/17-patch-3d-majavi-colormap-86.png,False,0.0065792166,0.9934208,1
9355,557.0,0.1724615273431166,10.0,1270.259101409675,591.6884141315171,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/17-patch-3d-majavi-colormap-87.png,False,4.174053e-09,1.0,1
8637,646.0,0.1776129137656935,10.0,929.8107274369517,859.5355508479726,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/17-patch-3d-majavi-colormap-88.png,False,0.0005442096,0.99945575,1
30488,482.0,0.17928321778619727,10.0,494.58457825952416,420.1541693739511,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/17-patch-3d-majavi-colormap-89.png,False,0.0,1.0,1
29355,158.0,0.18088760629064524,10.0,104.912406411774,129.62917642844857,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/18-patch-3d-majavi-colormap-90.png,False,0.2411654,0.75883466,1
30455,449.0,0.18267054042135025,10.0,491.0996433095029,415.43750449876404,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/18-patch-3d-majavi-colormap-91.png,False,3.5582345e-22,1.0,1
9122,324.0,0.18269089865624027,10.0,1225.7886646446386,605.0110884433807,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/18-patch-3d-majavi-colormap-92.png,False,0.025949093,0.9740509,1
8004,13.0,0.1843697788799509,10.0,952.4173489618934,811.5075752591936,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/18-patch-3d-majavi-colormap-93.png,False,1.6538215e-10,1.0,1
28069,497.0,0.1872948797974871,10.0,1287.2073452843429,523.0711010659983,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/18-patch-3d-majavi-colormap-94.png,False,0.109868936,0.8901311,1
6137,451.0,0.19043836395221672,10.0,107.99577826705236,139.9456849944981,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/19-patch-3d-majavi-colormap-95.png,False,0.0,1.0,1
10653,268.0,0.19317546924298676,10.0,849.4854476322015,43.5251175353152,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/19-patch-3d-majavi-colormap-96.png,False,0.0,1.0,1
12768,93.0,0.19399413064838114,10.0,1508.7986505212145,803.246597369794,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/19-patch-3d-majavi-colormap-97.png,False,5.110608e-20,1.0,1
13828,369.0,0.19506157394736975,10.0,1522.5867116541922,939.9561555423614,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/19-patch-3d-majavi-colormap-98.png,False,0.16608797,0.833912,1
3745,719.0,0.19847083707383192,10.0,78.48449671136687,380.5294445168435,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//false_negative/19-patch-3d-majavi-colormap-99.png,False,5.300922e-05,0.99994695,1
