,x,y,height,images,targets
141,37.80253,-5.2615943,2,bumps0-rocks1-2-1558008537.1516309-321.png,1
142,22.231007,-13.057672,1,bumps1-1-1558008800.9848218-196.png,1
143,8.722895,-17.635788,2,bumps0-rocks0-2-1558007754.9404602-27.png,1
144,-85.82164,10.103407,1,steps2-1-1558014887.037577-238.png,0
145,-18.371874,13.283535,2,bumps2-2-1558011126.9425383-100.png,0
146,-25.034613,-8.24805,1,bumps3-1-1558012664.1256313-161.png,0
147,63.34088,11.946742,2,ramp0-rocks2-2-1558020065.4923792-10.png,1
148,-30.926908,21.974766,1,steps1-1-1558014230.2258508-79.png,0
149,-46.271133,4.1286697,1,bumps3-rocks1-1-1558013918.1697109-280.png,0
150,15.686553,-6.3970213,1,bumps3-1-1558013021.0944843-99.png,1
151,-1.4457613,-10.784846,1,bars3-1-1558019253.0638423-129.png,1
152,-3.0698347,-15.885225,3,slope_rocks1-3-1558023514.056936-125.png,1
153,3.652103,-19.535755,1,rails3-1-1558017184.141808-54.png,1
154,-28.57399,-10.659035,1,bumps2-rocks1-1-1558011974.4852443-49.png,0
155,56.246597,8.723995,3,ramp1-3-1558021789.611213-242.png,1
156,72.42343,13.260811,2,ramp0-rocks2-2-1558020210.7106192-220.png,1
157,-24.558174,-10.011061,1,bumps3-rocks1-1-1558013650.7245595-151.png,1
158,6.978541,-16.518446,2,ramp0-rocks2-2-1558019980.2716503-178.png,1
159,-28.483677,-2.2932467,1,steps2-1-1558015165.5936584-158.png,0
160,-25.585384,46.689575,2,bars1-2-1558018595.1875384-19.png,0
161,36.38996,-8.192435,1,bumps1-1-1558008840.2100787-138.png,1
162,56.257454,16.140568,4,slope_rocks1-4-1558022599.5959783-51.png,1
163,-36.961224,-4.8311834,1,holes1-1-1558629139.8776686-211.png,0
164,23.034822,-0.36955556,2,ramp0-rocks2-2-1558020087.7277951-42.png,1
165,-2.532657,-12.8327465,2,bumps0-rocks1-2-1558008152.1448672-9.png,0
166,55.402477,5.7953854,2,ramp0-rocks2-2-1558020138.6295257-24.png,1
167,-19.387657,0.31754693,1,bumps3-rocks0-1-1558013090.7863793-74.png,0
168,13.525034,-2.4315941,4,ramp1-4-1558021171.1208396-314.png,1
169,-23.561356,-14.289147,1,bumps3-rocks0-1-1558013146.4036772-84.png,1
170,38.944206,27.645058,5,slope_rocks1-5-1558022372.0476723-39.png,1
171,-25.879099,-2.8340402,1,bars3-1-1558019164.0388668-110.png,0
172,51.211693,26.235497,5,ramp1-5-1558020823.5015059-33.png,1
173,-0.9194079,-21.966183,1,rails3-1-1558017260.061975-221.png,1
174,75.095955,40.976894,5,slope_rocks1-5-1558022249.5261-286.png,1
175,6.495531,-17.359346,1,steps3-1-1558015279.903396-162.png,1
176,17.006916,0.9106108,3,slope_rocks1-3-1558023074.295527-98.png,1
177,15.520269,-23.148901,2,ramp0-rocks1-2-1558019682.783302-249.png,1
178,42.886284,12.768281,1,bumps1-rocks0-1-1558009429.0931869-155.png,1
179,-9.986459,-18.093355,1,bumps1-rocks1-1-1558009738.688682-59.png,1
180,-10.622686,-24.121464,1,rails1-1-1558016592.3679514-547.png,1
181,-16.553177,-19.645683,5,slope_rocks1-5-1558022102.8820121-350.png,1
182,26.18861,-13.086178,1,bumps3-rocks0-1-1558013313.7568352-150.png,1
183,32.536194,-2.1639032,1,rails3-1-1558017326.028073-48.png,1
184,13.86658,-13.932893,1,rails1-1-1558016655.8737388-172.png,1
185,-30.491682,16.03503,1,bumps2-rocks0-1-1558011905.062837-35.png,0
186,-4.2395144,-14.960171,5,slope_rocks1-5-1558022383.1753323-128.png,1
187,-50.349533,6.630621,1,holes1-1-1558628809.2982264-274.png,0
188,22.59531,2.2085686,1,bars1-1-1558017971.7090178-48.png,1
189,-50.810074,16.282507,1,holes1-1-1558629206.661907-98.png,0
190,16.325151,-12.507368,2,bumps0-rocks1-2-1558008656.008427-146.png,1
191,31.31725,0.7950138,2,bumps0-rocks1-2-1558008464.2720242-242.png,1
192,-40.414017,4.7626705,5,slope_rocks1-5-1558022294.0526502-99.png,0
193,-12.007275,-19.860619,1,steps2-1-1558015137.097044-112.png,1
194,-19.370804,-11.595703,1,rails1-1-1558016403.4332213-232.png,0
195,55.631954,7.491365,2,bumps0-rocks1-2-1558008503.840893-165.png,1
196,-33.35331,-4.1285877,2,bumps2-2-1558011004.0950522-102.png,0
197,38.492546,-1.1943619,1,bumps1-1-1558009025.7041426-277.png,1
198,-8.8081875,-13.680346,1,bumps3-rocks0-1-1558013536.7927928-89.png,1
199,-41.145027,5.919681,2,bumps2-2-1558011252.4793575-290.png,0
200,67.11999,7.9100084,1,steps3-1-1558015562.4392922-30.png,1
201,22.343729,-14.922814,1,rails1-1-1558016533.0586894-614.png,1
202,-86.03475,29.203352,1,steps3-1-1558015484.5698957-357.png,0
203,55.36335,4.3681173,2,bars1-2-1558018209.5180812-126.png,1
204,35.75954,4.7977242,1,bumps1-rocks1-1-1558010179.3862455-170.png,1
205,25.247513,-5.7217917,1,bumps1-1-1558008992.3269587-251.png,1
206,-31.180546,-6.7031507,1,bumps3-rocks0-1-1558013157.4997218-39.png,0
207,15.568495,-15.487679,1,bars3-1-1558018941.7912788-225.png,1
208,14.287715,-14.306123,1,bumps1-rocks1-1-1558009760.8989632-200.png,1
209,-73.505646,33.287315,2,bars1-2-1558018629.2995634-130.png,0
210,16.635933,-10.14207,2,bumps0-rocks0-2-1558007732.6703682-56.png,1
211,8.513193,-14.23859,1,bumps3-1-1558012653.0281155-198.png,1
212,27.105698,3.2191455,2,bumps0-rocks1-2-1558008174.3694496-73.png,1
213,8.694248,-22.24347,2,ramp0-rocks1-2-1558019682.783302-185.png,1
214,23.887096,-5.9902506,1,steps3-1-1558015422.59507-6.png,1
215,72.50794,30.700294,2,bumps0-rocks0-2-1558007942.2488532-322.png,1
216,12.566086,-13.526964,1,steps3-1-1558015279.903396-212.png,1
217,33.132282,1.5347288,2,ramp0-rocks2-2-1558020278.2058406-321.png,1
218,-10.805804,-9.796597,1,bars3-1-1558019219.6719935-110.png,1
219,-34.00018,11.112795,1,bumps3-1-1558012764.7710936-251.png,0
220,10.835104,-26.183968,2,bumps0-rocks1-2-1558008280.5091937-194.png,1
221,21.88717,-15.392887,3,ramp1-3-1558021767.361841-145.png,1
222,2.9213068,-6.5804887,1,rails1-1-1558016220.864016-120.png,1
223,-44.079845,11.519911,1,bumps2-1-1558010447.6709735-92.png,0
224,-7.105423,-13.580773,1,bumps3-1-1558012920.280945-228.png,1
225,47.303707,-4.277473,1,bumps1-1-1558009025.7041426-151.png,1
226,8.169806,-5.6027584,1,steps1-1-1558014185.761965-13.png,1
227,-4.7371693,-15.072234,1,bumps2-1-1558010532.08557-261.png,1
228,-87.816635,10.214989,1,steps2-1-1558014887.037577-287.png,0
229,-0.24060464,-11.033266,1,bumps3-rocks1-1-1558013717.4404263-226.png,1
230,-42.858513,16.43866,1,bumps2-rocks1-1-1558012361.6556718-61.png,0
231,75.08649,39.972942,3,ramp1-3-1558021945.9274514-13.png,1
232,-54.44323,22.712236,1,steps1-1-1558014296.9278028-268.png,0
233,-53.280064,18.924698,1,bumps3-1-1558012932.163958-325.png,0
234,-18.719524,-22.87438,2,bumps0-rocks0-2-1558007920.0295854-113.png,0
235,10.647425,-26.080202,3,ramp1-3-1558021476.2919357-118.png,1
236,-46.955723,21.669476,2,bumps2-2-1558010948.5225103-48.png,0
237,18.443172,-6.270464,1,bumps1-rocks1-1-1558010156.5975373-139.png,1
238,50.930176,-3.425252,1,rails3-1-1558017173.2000642-92.png,1
239,1.006443,-5.078039,1,bars3-1-1558018952.9087718-349.png,1
240,-59.876152,21.004906,1,bumps3-rocks0-1-1558013525.6796272-349.png,0
241,32.786327,13.504869,1,bumps1-rocks1-1-1558010032.819885-77.png,1
242,73.19217,31.32508,3,slope_rocks1-3-1558023311.55826-261.png,1
243,-47.91384,17.209538,2,bars1-2-1558018539.5643435-61.png,0
244,15.79252,-23.51009,2,ramp0-rocks1-2-1558019328.0274196-127.png,1
245,-7.245422,-16.689625,4,ramp1-4-1558020924.6889277-94.png,1
246,-54.959972,39.193214,1,rails3-1-1558017348.24056-1.png,0
247,26.492336,-10.437637,1,bumps2-1-1558010766.34577-59.png,1
248,3.298003,-23.989605,1,rails1-1-1558016592.3679514-539.png,1
249,-77.36066,14.608488,1,steps2-1-1558015176.7030263-87.png,0
250,40.780926,16.052448,2,bars1-2-1558018572.9147866-27.png,1
251,44.592804,16.80003,4,slope_rocks1-4-1558022599.5959783-7.png,1
252,31.203505,-10.932941,2,ramp0-rocks1-2-1558019551.2997947-101.png,1
253,4.7700586,-18.275753,1,bumps1-rocks0-1-1558009582.284138-332.png,1
254,-44.90419,7.941312,1,bumps3-rocks1-1-1558013750.7680824-298.png,0
255,35.07431,14.30489,1,rails1-1-1558016305.494528-89.png,1
256,-19.641922,3.044639,1,bumps3-1-1558012576.5321324-110.png,0
257,-33.854645,8.783139,2,bumps2-2-1558011126.9425383-7.png,0
258,58.494423,13.291669,1,bumps1-rocks0-1-1558009302.1406193-253.png,1
259,-70.11167,17.650381,1,bars1-1-1558017788.9599974-161.png,0
260,61.053474,14.404282,4,slope_rocks1-4-1558022621.882647-243.png,1
261,-49.485794,3.7647343,1,holes1-1-1558628887.1860774-225.png,0
262,-84.245575,32.089634,2,bars1-2-1558018394.2197962-311.png,0
263,-20.694092,-25.09205,1,bumps2-rocks1-1-1558012141.1490471-264.png,1
264,44.595764,-9.528603,1,bumps1-rocks1-1-1558009988.8584735-105.png,1
265,37.881115,0.049990773,3,slope_rocks1-3-1558023118.817652-352.png,1
266,48.438286,17.664743,2,bumps0-rocks1-2-1558008354.1098244-120.png,1
267,77.37875,49.019707,4,ramp1-4-1558021269.6188743-188.png,1
268,22.940224,-27.106213,1,bumps1-rocks1-1-1558010190.507822-196.png,1
269,14.18914,-26.907076,3,ramp1-3-1558021856.4174638-283.png,1
270,-40.349804,-13.365658,1,bumps2-rocks0-1-1558011759.931386-238.png,0
271,32.1292,-3.568974,1,rails1-1-1558016347.8157146-326.png,1
272,23.599262,-1.9200544,5,slope_rocks1-5-1558022383.1753323-215.png,1
273,6.454954,-10.557091,1,bumps3-rocks0-1-1558013079.6734772-147.png,1
274,3.5752983,-14.181934,2,bumps0-rocks0-2-1558007743.8454242-254.png,1
275,40.00271,-9.8953495,1,rails1-1-1558016592.3679514-737.png,1
276,37.266098,-1.2698746,5,slope_rocks1-5-1558022026.86789-223.png,1
277,-46.798344,20.140158,1,bumps3-rocks1-1-1558013795.2091417-306.png,0
278,42.595688,15.458149,2,bumps0-2-1558007517.3606298-327.png,1
279,32.716297,0.34448004,2,ramp0-rocks2-2-1558020267.0976796-334.png,1
280,9.363247,-10.486971,1,rails1-1-1558016064.2439668-613.png,1
281,24.082392,3.9723904,4,slope_rocks1-4-1558022818.4761374-284.png,1
282,17.282833,-19.389858,4,slope_rocks1-4-1558022851.842975-77.png,1
283,32.818703,12.120607,1,bumps2-1-1558010565.4424179-153.png,1
284,32.581017,-0.49261844,1,rails1-1-1558016199.6979-785.png,1
285,-60.579338,28.521288,1,holes1-1-1558628876.0602434-90.png,0
286,-11.928698,-3.771085,1,bumps3-rocks0-1-1558013235.307674-274.png,1
287,64.809525,20.510298,3,slope_rocks1-3-1558023496.5520933-280.png,1
288,6.1403832,-16.263878,2,bumps0-rocks1-2-1558008218.8287528-62.png,1
289,-79.43025,5.2255573,1,steps2-1-1558015120.6260548-163.png,0
290,36.534595,4.4192705,2,bars1-2-1558018253.700464-40.png,1
291,55.507996,23.695906,2,ramp0-rocks1-2-1558019517.890761-182.png,1
292,-27.97102,27.368805,1,rails3-1-1558017173.2000642-340.png,0
293,-48.070126,9.62123,1,bumps3-rocks0-1-1558013380.443026-172.png,0
294,10.462006,-12.047941,1,bumps2-rocks1-1-1558011985.605538-256.png,1
295,-22.112831,-11.986849,1,bumps3-rocks0-1-1558013057.4315126-223.png,1
296,2.7184246,0.16923827,1,bars1-1-1558018107.8245094-95.png,1
297,62.395733,29.718763,4,slope_rocks1-4-1558022599.5959783-176.png,1
298,-13.215757,-12.085789,1,steps1-1-1558014637.124354-252.png,1
299,-17.285557,-4.002863,1,bumps2-rocks0-1-1558011540.6233854-170.png,0
300,22.489742,-12.80159,2,ramp0-rocks2-2-1558020013.6485314-71.png,1
301,61.514484,34.357346,5,slope_rocks1-5-1558022238.4163942-155.png,1
302,54.378815,31.070951,4,ramp1-4-1558021193.3608208-226.png,1
303,45.870823,38.2894,5,ramp1-5-1558020856.9216614-51.png,1
304,3.7649794,-15.227509,1,bars3-1-1558018929.9947402-225.png,1
305,-40.712395,-6.498418,1,holes1-1-1558629139.8776686-251.png,0
306,3.7877617,-13.400813,4,slope_rocks1-4-1558022577.2998579-129.png,1
307,-81.714554,14.915428,1,steps3-1-1558015517.9651928-17.png,0
308,44.07121,10.042334,5,ramp1-5-1558020834.6366525-305.png,1
309,20.401587,-2.8814538,1,bumps1-rocks0-1-1558009661.341207-24.png,1
310,40.550396,-0.32707423,1,steps2-1-1558014921.1228518-18.png,1
311,-79.89294,17.157686,1,bars3-1-1558019241.9378738-326.png,0
312,65.27313,37.320312,4,ramp1-4-1558021115.9558744-8.png,1
313,-86.49747,50.53441,2,bumps2-2-1558011138.0355117-184.png,0
314,-24.3252,-18.327127,1,bumps1-rocks1-1-1558009833.469189-126.png,0
315,6.0100617,-21.472275,5,slope_rocks1-5-1558022102.8820121-39.png,1
316,36.65822,4.0517845,1,bumps2-rocks0-1-1558011431.9704103-60.png,1
317,29.912899,-22.153553,2,bars1-2-1558018235.997694-256.png,1
318,-28.67665,-8.596144,1,bumps3-rocks0-1-1558013068.5607417-219.png,0
319,-9.140319,-19.113663,1,bumps2-rocks1-1-1558011974.4852443-153.png,1
320,-22.466436,-8.305235,1,bumps2-rocks0-1-1558011804.383101-37.png,0
321,43.99079,17.412045,1,bumps2-1-1558010492.1589127-96.png,1
322,74.30435,44.440975,3,slope_rocks1-3-1558023536.2928889-4.png,1
323,40.09498,-2.1705034,1,bumps1-1-1558009025.7041426-299.png,1
324,-62.568085,27.907732,1,steps1-1-1558014319.2165449-284.png,0
325,49.909874,-2.4049635,1,bumps2-1-1558010598.8116019-222.png,1
326,-51.742653,18.440577,1,bumps3-1-1558012932.163958-338.png,0
327,-29.791637,-5.3038845,1,rails3-1-1558017248.9361737-233.png,0
328,-11.557613,-6.310845,1,bumps3-1-1558012597.4721274-65.png,1
329,47.425716,39.97686,5,slope_rocks1-5-1558022457.296822-12.png,1
330,-48.212234,7.5099115,1,bumps3-rocks1-1-1558013606.2286553-270.png,0
331,-29.702822,36.530384,2,bars1-2-1558018595.1875384-129.png,0
332,-59.47097,8.202923,1,rails3-1-1558017459.6925945-253.png,0
333,-4.5012217,-15.351128,1,holes1-1-1558629173.283163-17.png,1
334,18.541975,-12.810692,1,rails1-1-1558015852.9876966-32.png,1
335,56.249245,-7.0327644,1,rails1-1-1558016263.1765652-735.png,1
336,33.614998,2.4143062,1,bumps1-1-1558008891.5454955-316.png,1
337,22.50808,-9.137711,1,rails1-1-1558016220.864016-189.png,1
338,5.0445113,-14.171362,1,bars3-1-1558018762.2713475-275.png,1
339,-0.47239953,-8.262165,1,bumps3-rocks0-1-1558013424.9091783-33.png,1
340,40.037148,2.4547336,5,ramp1-5-1558020823.5015059-237.png,1
341,-20.351795,-19.4561,4,ramp1-4-1558021060.215058-33.png,0
342,-2.8376799,-8.389477,1,bumps3-1-1558012976.6396055-33.png,1
343,-57.361465,14.557205,1,steps3-1-1558015257.6799014-121.png,0
344,-31.410553,2.388088,2,bars1-2-1558018417.1831937-275.png,0
345,2.7620773,-5.755724,1,bumps3-1-1558013021.0944843-271.png,1
346,-8.861929,0.95764214,1,steps1-1-1558014185.761965-266.png,1
347,-100.46293,31.024225,2,bars1-2-1558018617.46364-153.png,0
348,-105.334946,33.69909,2,bars1-2-1558018550.6964831-233.png,0
349,-7.188384,3.7044675,1,rails1-1-1558016083.9747694-443.png,1
350,41.635773,6.016938,1,bumps1-rocks0-1-1558009383.990321-216.png,1
351,-41.612274,-8.590308,1,bumps2-rocks0-1-1558011838.4104674-295.png,0
352,-11.648212,-7.725288,1,holes1-1-1558629252.2282484-76.png,1
353,-46.089893,-8.061741,1,steps3-1-1558015347.6724985-345.png,0
354,-21.25141,-11.043499,1,bars3-1-1558019186.306756-233.png,0
355,-6.619355,-28.914091,1,bumps1-rocks1-1-1558010105.9403667-210.png,1
356,-99.65384,22.079805,1,steps2-1-1558014985.64686-192.png,0
357,22.457836,-12.878035,1,rails1-1-1558016571.170471-525.png,1
358,0.20809199,-12.319105,5,ramp1-5-1558020577.878379-39.png,1
359,60.19913,15.239429,3,ramp1-3-1558021606.8448462-318.png,1
360,-88.575676,49.46923,1,rails2-1-1558016671.147541-196.png,0
