,Unnamed: 0,advancement,height,hm_x,hm_y,images,label,out_0,out_1,prediction
35052,193.0,0.5799659937046513,10.0,1522.9277306190686,1113.1159170939386,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/57-patch-3d-majavi-colormap-58.png,True,1.6684317e-20,1.0,1
33748,510.0,0.5825908579259731,10.0,557.7557305354351,1297.211657358222,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/58-patch-3d-majavi-colormap-59.png,True,0.00089679577,0.9991032,1
16777,293.0,0.5829587803794942,10.0,1199.2063241142232,973.9667864477873,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/58-patch-3d-majavi-colormap-60.png,True,3.9406e-07,0.99999964,1
5551,113.0,0.5835856732704303,10.0,686.5393965924686,1503.7265702077975,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/58-patch-3d-majavi-colormap-61.png,True,0.0,1.0,1
7676,463.0,0.5860414376456154,10.0,190.9725133690324,1315.571024015518,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/58-patch-3d-majavi-colormap-62.png,True,6.8093327e-09,1.0,1
20592,363.0,0.5872130785585415,10.0,534.5743787237361,1351.7542487505775,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/58-patch-3d-majavi-colormap-63.png,True,0.0,1.0,1
17182,698.0,0.5936878609388856,10.0,1287.9937367410232,941.09964172667,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/59-patch-3d-majavi-colormap-64.png,True,3.4370207e-09,1.0,1
33753,515.0,0.6026964585870999,10.0,556.8802641915188,1297.3968290735565,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/60-patch-3d-majavi-colormap-65.png,True,0.0049150214,0.99508494,1
9730,136.0,0.612754551882444,10.0,737.9661003607597,1083.5809118118634,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/61-patch-3d-majavi-colormap-66.png,True,3.2171403e-05,0.9999678,1
2834,616.0,0.6139068616353506,10.0,873.6155237094107,620.5929487804141,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/61-patch-3d-majavi-colormap-67.png,True,0.0,1.0,1
7143,657.0,0.6184209935317002,10.0,400.43575434593384,1549.5998599640466,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/61-patch-3d-majavi-colormap-68.png,True,5.0843406e-05,0.9999491,1
19607,697.0,0.6227942909630451,10.0,642.5903703725699,615.4652118296348,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/62-patch-3d-majavi-colormap-69.png,True,0.0,1.0,1
22195,347.0,0.6233708106218073,10.0,748.7283525569791,610.4869429634279,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/62-patch-3d-majavi-colormap-70.png,True,0.045509282,0.95449066,1
16808,324.0,0.6271520156802829,10.0,1208.2445988601778,973.9450559500516,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/62-patch-3d-majavi-colormap-71.png,True,0.21160227,0.7883977,1
17806,511.0,0.6303301006873471,10.0,1474.7511520609964,814.6961256647212,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/63-patch-3d-majavi-colormap-72.png,True,0.0,1.0,1
32645,214.0,0.6333950524820673,10.0,838.331014977095,1067.9735027797744,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/63-patch-3d-majavi-colormap-73.png,True,1.1103829e-13,1.0,1
6722,236.0,0.6380262733481854,10.0,535.1636743297971,1541.3014096002944,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/63-patch-3d-majavi-colormap-74.png,True,0.027415836,0.9725841,1
34117,68.0,0.6395237808632921,10.0,380.201727869936,518.1460407898987,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/63-patch-3d-majavi-colormap-75.png,True,0.0,1.0,1
6723,237.0,0.6396840035359987,10.0,534.9393514708137,1541.3335278882016,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/63-patch-3d-majavi-colormap-76.png,True,0.0155279245,0.9844721,1
7275,62.0,0.6431774512779059,10.0,97.48560074078816,1338.8620375582245,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/64-patch-3d-majavi-colormap-77.png,True,5.0843406e-05,0.9999491,1
19692,782.0,0.6441604371050805,10.0,667.6522133586776,623.9831381488508,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/64-patch-3d-majavi-colormap-78.png,True,0.0,1.0,1
4761,129.0,0.6448689159823563,10.0,382.8922689938618,1399.6596184347625,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/64-patch-3d-majavi-colormap-79.png,True,2.7945043e-07,0.99999976,1
2345,127.0,0.6481904581927945,10.0,996.9504884154708,565.4039520726255,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/64-patch-3d-majavi-colormap-80.png,True,0.0,1.0,1
17784,489.0,0.6486846204167228,10.0,1467.9154072631322,816.2701439519575,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/64-patch-3d-majavi-colormap-81.png,True,3.233111e-11,1.0,1
17263,779.0,0.6515639965634937,10.0,1303.529359046167,920.399724433662,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/65-patch-3d-majavi-colormap-82.png,True,5.0843406e-05,0.9999491,1
11122,1.0,0.6582544725521515,10.0,1481.2380003473081,950.9194529207697,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/65-patch-3d-majavi-colormap-83.png,True,1.5471565e-07,0.9999999,1
20550,321.0,0.6692013077722478,10.0,536.6642636777493,1338.1857232218986,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/66-patch-3d-majavi-colormap-84.png,True,7.056477e-36,1.0,1
6974,488.0,0.678479690787416,10.0,459.3492574606111,1547.2481062446207,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/67-patch-3d-majavi-colormap-85.png,True,0.0,1.0,1
10089,495.0,0.6791371427423414,10.0,798.5370768546167,990.4332950783356,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/67-patch-3d-majavi-colormap-86.png,True,5.0843406e-05,0.9999491,1
20346,117.0,0.6798508159622906,10.0,536.1471010109034,1266.8399356899336,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/67-patch-3d-majavi-colormap-87.png,True,0.0,1.0,1
11639,518.0,0.6839708376679008,10.0,1380.3254027379867,1002.6857458454359,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/68-patch-3d-majavi-colormap-88.png,True,0.0,1.0,1
1799,355.0,0.6856715334805381,10.0,549.8366863960962,906.276193407378,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/68-patch-3d-majavi-colormap-89.png,True,5.0843406e-05,0.9999491,1
23913,104.0,0.6888634273298045,10.0,222.18613235391948,619.5706608058023,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/68-patch-3d-majavi-colormap-90.png,True,0.0,1.0,1
23288,631.0,0.6980128193887143,10.0,78.34631104860819,1332.95986247028,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/69-patch-3d-majavi-colormap-91.png,True,5.084365e-05,0.9999491,1
18547,445.0,0.6999925525460761,10.0,650.892882952998,1433.0239994945566,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/69-patch-3d-majavi-colormap-92.png,True,0.0,1.0,1
17278,794.0,0.7024864684823318,10.0,1306.0337401716085,917.3527863933681,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/70-patch-3d-majavi-colormap-93.png,True,5.084365e-05,0.9999491,1
1067,433.0,0.7103361043185357,10.0,294.05268968365016,569.4762197756552,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/71-patch-3d-majavi-colormap-94.png,True,0.00021254865,0.9997875,1
23677,326.0,0.7134018896827454,10.0,98.65537558452469,1095.3957651278338,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/71-patch-3d-majavi-colormap-95.png,True,5.0843406e-05,0.9999491,1
19774,53.0,0.7171114425987625,10.0,359.0869684380425,1413.7610510969348,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/71-patch-3d-majavi-colormap-96.png,True,1.033e-42,1.0,1
18210,108.0,0.7336716542823342,10.0,658.2526171690674,1334.2925952400394,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/73-patch-3d-majavi-colormap-97.png,True,1.7204135e-22,1.0,1
32997,566.0,0.7380485457600678,10.0,841.0417888800117,957.898524786796,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/73-patch-3d-majavi-colormap-98.png,True,0.00010290411,0.9998971,1
32993,562.0,0.7385120317199824,10.0,841.2050199660177,959.1805194241333,/home/francesco/Documents/Master-Thesis/papers/Thesis/img/5/quarry//best/73-patch-3d-majavi-colormap-99.png,True,0.00014959315,0.9998504,1
